Customer Name,Age,Gender,Marital Status,Education Level,Income Level,Occupation,Account Balance,Length of Time with Bank (Months),Transaction Frequency,Average Transaction Amount,Digital Banking Usage,Customer Service Interactions,Sentiment Score,Life Event,Competitor Proximity,Market Conditions,Customer Interactions,Product Usage,Customer Satisfaction,Customer Engagement
Frank Flores,25,Female,Divorced,High School,42678,Skilled Labor,7317.149789420978,139,18,634.1288368643872,High,15,0.06715259708747734,Divorce,Moderate,Poor,37,Medium,2,4
Jay Gentry,82,Female,Divorced,Bachelor's Degree,128794,Technical,7447.307214832016,140,33,149.62853566740145,High,15,0.14279747158265288,Birth,Moderate,Fair,14,Low,2,1
Zachary Moss,36,Male,Divorced,High School,62253,Skilled Labor,153.0805108852773,187,23,944.3686106433055,High,15,0.8538426627618256,Birth,Far,Poor,10,High,3,4
Karen Leon,36,Male,Widowed,Master's Degree,132363,Administrative,1351.0523599635117,257,89,854.2223629494481,Low,2,0.620186168044265,Relocation,Moderate,Good,16,Medium,2,2
Scott Cox,43,Male,Single,Bachelor's Degree,28944,Technical,3232.7270002932505,165,55,591.3080309975238,High,15,0.509262008316017,Divorce,Close,Poor,16,High,1,1
Carol Becker,65,Female,Divorced,High School,39589,Unskilled Labor,2948.486153365416,246,65,433.13466736717265,Low,3,0.277729855992943,Birth,Far,Fair,15,High,2,4
Marco Mullen,55,Male,Widowed,Master's Degree,95664,Unskilled Labor,9135.622982676156,192,9,204.33972852678198,Low,11,0.8759569353954656,Divorce,Close,Good,24,Low,1,1
Carl Walker,47,Female,Married,Bachelor's Degree,136254,Administrative,1763.1847674616863,23,75,349.11629133394916,Medium,11,0.16017761295549526,Divorce,Moderate,Fair,33,High,2,4
Timothy Rodriguez,60,Male,Single,Bachelor's Degree,170219,Skilled Labor,7651.87028936897,236,60,29.295471429998454,High,4,0.5454501943551129,Birth,Moderate,Fair,7,Low,1,2
Courtney Ellis,24,Male,Widowed,Bachelor's Degree,164417,Administrative,1628.08657082803,17,64,447.49832726698156,Low,13,0.4338454066359322,Marriage,Moderate,Fair,18,Low,1,4
Debra Anderson,30,Female,Widowed,High School,147631,Skilled Labor,3830.193127722784,53,52,899.8678585225338,Low,11,0.05596173806331728,Divorce,Far,Poor,20,Medium,4,2
Paul Hale,67,Female,Single,High School,194783,Skilled Labor,5106.898198836737,284,35,396.6512714156479,High,1,0.4628398118616105,Marriage,Far,Poor,30,Low,2,4
Whitney Rios,71,Male,Single,High School,191101,Technical,3879.8514558514416,283,11,730.029401045458,Low,4,0.17311285686884337,Birth,Close,Poor,3,Low,1,2
Michelle Lyons,74,Male,Single,Master's Degree,23681,Administrative,9388.286548706994,143,57,847.5887703162281,Low,1,0.3373250574173179,Marriage,Far,Fair,20,High,1,1
Rodney Walker,34,Male,Widowed,Bachelor's Degree,55037,Unskilled Labor,620.8519746020702,79,6,516.8906224081986,Low,13,0.04259999890638555,Birth,Moderate,Good,10,Medium,4,1
Tamara Ramos,62,Female,Married,PhD,32457,Administrative,5642.697096751984,216,90,260.35725696266746,Medium,9,0.784243995243346,Marriage,Close,Good,45,Low,4,4
Brooke Sullivan,59,Female,Married,High School,167127,Managerial,6113.19546689003,137,26,884.5872279634672,Medium,10,0.5358068406258185,Relocation,Far,Fair,19,Low,1,3
Steven Jordan,38,Male,Divorced,PhD,109112,Technical,3190.3274402367388,169,50,724.1378117427272,High,18,0.8725645963010666,Relocation,Far,Fair,25,Low,1,1
Rick Gibson,80,Male,Widowed,PhD,54217,Technical,5390.615227180403,215,89,947.6481750622349,High,7,0.5233335219739129,Divorce,Far,Fair,45,Low,2,4
Lauren Russell,26,Male,Divorced,High School,65789,Professional,6475.677973033659,51,52,39.75778436519393,High,13,0.010099182648801608,Marriage,Moderate,Fair,31,Medium,3,3
Michelle Miranda,69,Male,Single,Master's Degree,102915,Managerial,9873.717092343011,252,33,438.1419329329071,Low,17,0.9392666259268198,Divorce,Close,Good,47,Medium,3,2
Michelle Fuller,36,Female,Widowed,Bachelor's Degree,94782,Managerial,8468.852129755562,190,24,405.83049901035884,Low,16,0.29602178316290706,Divorce,Moderate,Fair,3,Low,3,4
Clayton Schultz,18,Female,Married,PhD,152083,Technical,4924.922567406395,42,57,679.303235441467,High,18,0.72334505801489,None,Far,Poor,34,Low,2,3
William Reynolds,81,Female,Married,High School,145486,Technical,3894.9245820230417,241,88,98.33610127792059,Medium,5,0.665049412164111,Relocation,Far,Good,33,High,3,2
Hannah Stewart,65,Female,Divorced,Bachelor's Degree,128682,Technical,8153.010980387197,9,81,864.1839146410045,Medium,16,0.9302677516259821,Relocation,Far,Fair,49,High,1,4
Samantha Garcia,57,Female,Divorced,PhD,199770,Professional,5192.137035042021,215,47,934.0321011530677,High,7,0.40678699856840606,Divorce,Moderate,Poor,22,Medium,3,2
Lindsay Nguyen,39,Male,Married,PhD,87159,Managerial,6735.511366704431,166,48,597.372285085511,High,3,0.9999964904412686,Relocation,Far,Good,47,High,2,3
Sherry Gardner,89,Male,Widowed,High School,99908,Administrative,4648.543879076789,271,33,181.47419957828458,Low,9,0.41612862452208355,None,Moderate,Fair,38,Medium,3,2
Joseph Smith,50,Female,Married,Master's Degree,165073,Managerial,4069.860310552412,77,23,67.73549890365288,Medium,12,0.8548784029543658,Divorce,Moderate,Poor,11,Medium,2,4
Jessica White,42,Male,Divorced,Bachelor's Degree,150069,Managerial,711.7033069717427,101,20,604.1970194602122,High,5,0.4962254503071707,None,Far,Poor,39,Medium,2,1
Laura Conley,21,Female,Married,Bachelor's Degree,82052,Technical,2429.8300842118315,79,13,95.03952358611764,High,16,0.8893658104821774,Marriage,Moderate,Fair,8,High,3,4
Aaron Orr,81,Female,Married,High School,164217,Technical,2220.787198138917,105,62,207.16897144811315,Low,7,0.1505630914769519,Divorce,Close,Fair,16,Low,4,1
Wayne Jordan DVM,46,Female,Widowed,Master's Degree,135137,Managerial,5204.328320397026,21,91,707.1982610909613,Low,8,0.6697161924352003,Divorce,Close,Fair,28,Low,2,4
Stephanie Meyers,78,Male,Married,High School,191997,Managerial,99.55904932528182,101,84,417.6526904970714,High,11,0.510666198570586,Relocation,Moderate,Poor,44,Low,3,2
Anthony Lopez,51,Male,Widowed,Master's Degree,136406,Technical,4639.172977146904,263,94,221.26528009411467,Medium,3,0.4394145801515269,Birth,Far,Good,8,High,1,1
Debbie Odonnell,20,Male,Widowed,High School,176883,Professional,2107.7502821593175,160,0,727.2694797071749,Low,6,0.014398066433160439,Relocation,Close,Good,37,High,2,2
Matthew Thomas,18,Female,Widowed,PhD,53543,Skilled Labor,8102.218186212034,45,0,659.8806087132822,High,19,0.8203390254609504,Birth,Close,Fair,29,Medium,4,1
Sherry Joseph,73,Male,Married,Master's Degree,188157,Skilled Labor,5531.235651832315,3,74,475.7109408314704,High,9,0.5339631655641652,None,Close,Good,16,High,3,3
Michelle Nelson,46,Male,Widowed,Bachelor's Degree,80790,Administrative,6963.793832743309,252,52,33.12924174902726,Low,13,0.9178562995841503,Birth,Moderate,Good,23,High,4,1
Alan Wright,58,Female,Widowed,Bachelor's Degree,153395,Technical,5703.817630279135,129,38,963.7891491576403,High,1,0.9899474656616772,Relocation,Moderate,Poor,39,Medium,3,4
Karen Shaw,65,Female,Married,Master's Degree,199485,Managerial,8498.282996520265,17,52,918.9275969575717,Medium,1,0.6923805524018148,Birth,Close,Fair,43,Medium,4,4
Pamela Johnson,78,Female,Single,High School,180957,Unskilled Labor,2442.8329741358148,240,43,449.48123769966605,High,17,0.687282807328593,Relocation,Close,Good,13,Low,2,4
Victoria Jennings,23,Male,Married,Master's Degree,188864,Unskilled Labor,9761.578452885376,87,79,666.5085739698085,High,13,0.637758753396692,Marriage,Far,Good,49,Low,2,3
Destiny Walker,78,Male,Single,Master's Degree,29403,Technical,1530.0881206945128,237,32,342.2439166687343,Medium,16,0.17578663688533214,Birth,Moderate,Fair,4,Low,4,1
Keith George,34,Male,Divorced,Bachelor's Degree,143649,Managerial,8714.810847092724,60,21,808.6163752956775,Medium,1,0.11645599279528307,Relocation,Moderate,Poor,38,Low,2,3
Christopher Thompson,29,Male,Widowed,High School,83134,Administrative,9400.555966607826,187,10,344.01450534836965,Medium,16,0.4077745414957765,Divorce,Far,Fair,32,Low,2,4
John Lucas,18,Female,Married,Bachelor's Degree,148608,Unskilled Labor,866.1516250161294,103,82,912.2363814823307,High,0,0.11952589252175116,Relocation,Close,Good,5,High,2,1
Kaitlyn Brown,51,Female,Divorced,Bachelor's Degree,44435,Technical,3595.6684440240915,195,12,609.3771040717631,High,3,0.6612760802053631,Relocation,Close,Good,45,Low,3,1
Natalie Brown,34,Male,Widowed,High School,62048,Administrative,2134.4987333173704,247,96,413.09555646689427,Medium,8,0.029659615608227385,Marriage,Far,Fair,36,Medium,1,3
Jesse Smith,20,Female,Widowed,PhD,20300,Technical,6866.432458027263,195,59,850.3389181882368,Low,16,0.07836104900139407,Relocation,Moderate,Fair,46,High,3,1
Dennis Williams,50,Female,Widowed,Master's Degree,187812,Skilled Labor,2824.360719708524,93,23,746.2022670554356,Low,11,0.6895963813798742,Divorce,Far,Fair,44,Low,2,4
Gerald Villarreal,72,Male,Single,PhD,190994,Unskilled Labor,7302.973465813108,258,22,372.0308369508705,High,8,0.6241112413837205,Marriage,Moderate,Fair,0,Medium,4,3
Christopher Fox,52,Male,Divorced,PhD,172625,Unskilled Labor,2109.401702737793,103,33,12.291163852665766,High,0,0.6219691801610752,Marriage,Far,Poor,14,Low,1,3
Andrew West,79,Female,Single,Master's Degree,24181,Unskilled Labor,3999.0058201981647,173,82,317.91710503574353,High,18,0.17891143488112904,Marriage,Moderate,Good,45,Medium,4,1
Amy Nelson,85,Male,Married,PhD,76238,Unskilled Labor,8492.359155174909,128,77,666.6901400094183,High,1,0.9463359478036594,Relocation,Moderate,Fair,3,Low,4,3
Nicole Lopez,76,Male,Single,High School,114678,Administrative,1935.701695109915,66,93,738.3156352016658,Low,13,0.529982855623869,Birth,Far,Good,25,Low,1,1
John Mcgrath,64,Male,Widowed,PhD,194092,Professional,8791.696166817179,148,6,34.66353352410923,Medium,16,0.5326549909608082,Marriage,Moderate,Fair,22,Medium,3,3
Dr. Joshua Trujillo,69,Female,Divorced,Master's Degree,143049,Technical,6716.399595400398,193,19,743.009887023651,Medium,5,0.13085372727206335,Divorce,Close,Fair,8,Medium,1,2
Shannon Taylor,27,Male,Divorced,Bachelor's Degree,102854,Administrative,9906.088941051688,288,80,496.2665639225791,Medium,9,0.37146834637731296,Birth,Close,Poor,7,High,1,3
Amy Osborne,69,Female,Widowed,Master's Degree,101437,Administrative,120.05000152491063,22,93,235.92210817555983,High,6,0.6500624981390256,Relocation,Far,Poor,25,Medium,2,2
Theresa Werner,45,Female,Single,High School,194212,Technical,8899.888579017539,210,11,974.7833118605071,High,15,0.5542439165566858,Marriage,Moderate,Good,2,High,1,3
Mr. John Marks,36,Female,Married,High School,42055,Unskilled Labor,7762.976105884893,277,84,491.94805024623963,High,14,0.026737440609196028,Divorce,Far,Fair,3,Low,2,4
Jennifer Bates,43,Male,Single,Master's Degree,167417,Skilled Labor,9244.275763733827,163,78,38.00960834761567,High,9,0.9643145831059899,Relocation,Close,Good,32,Low,1,4
Hannah Smith,75,Male,Single,PhD,162977,Technical,5726.428878735956,40,90,855.9440208297534,Low,17,0.30743672073123784,Marriage,Moderate,Good,14,Low,1,3
Cynthia Bender,53,Female,Single,Bachelor's Degree,133392,Technical,8768.68479568002,225,56,275.05545577552647,Medium,4,0.06828426421428946,None,Moderate,Good,24,High,2,3
Ronald Harris,18,Male,Widowed,PhD,142230,Unskilled Labor,1797.9944023185246,182,88,29.27070110231129,Medium,4,0.11266604113459555,Divorce,Moderate,Good,19,High,4,2
Karen Mitchell,34,Female,Married,Master's Degree,39275,Administrative,1764.4822149575434,32,62,466.8224526502283,High,7,0.37199073696814955,None,Far,Fair,38,Low,1,2
Alexander Norman,37,Female,Married,High School,126179,Administrative,4686.269713554452,186,35,454.24480441149734,Low,0,0.8651928362060886,None,Moderate,Good,35,Low,4,2
Alexander Harrell,87,Female,Single,PhD,198607,Skilled Labor,6227.2974845768695,223,30,996.6206464602433,Medium,8,0.4152892053911489,None,Close,Poor,7,High,2,4
Daniel Cameron,32,Female,Divorced,High School,65061,Managerial,1641.5226824001961,73,8,677.9024125657704,Medium,7,0.41856337255698106,None,Far,Poor,9,High,4,4
John Patton,64,Male,Widowed,Master's Degree,97127,Skilled Labor,2697.9861889837953,38,39,749.7864370906079,High,1,0.9901969866499715,Birth,Moderate,Poor,22,Low,2,1
James Taylor,60,Male,Married,Master's Degree,185955,Managerial,4170.963137694694,13,93,92.49544380355736,Medium,1,0.677087853827625,Relocation,Far,Fair,20,High,4,3
Ashley Espinoza,84,Female,Married,PhD,67843,Technical,2939.435868252941,133,91,250.17998545793384,Medium,0,0.9681125754977726,Birth,Far,Good,3,Medium,1,4
Barbara Callahan,76,Female,Married,Master's Degree,170155,Managerial,9870.719357811513,158,98,254.74918010910002,High,7,0.09320487095905161,Divorce,Far,Poor,21,Medium,1,1
Emily Jordan,55,Male,Married,PhD,115933,Professional,1942.6149837749474,57,10,316.684016328799,Low,2,0.18344635429446232,Relocation,Moderate,Good,24,Medium,2,2
Anna Gilbert,83,Male,Widowed,PhD,186308,Skilled Labor,8171.564739907649,295,30,456.58065797531583,Low,16,0.6080757713129861,None,Far,Poor,21,High,3,3
Steven Weber,38,Male,Single,High School,145401,Professional,5465.265896825094,239,48,716.5469787033483,Low,17,0.27698235251739645,Divorce,Close,Fair,37,Medium,4,1
Anthony Wood,74,Male,Married,PhD,82071,Professional,389.512455087091,254,29,519.5606050267791,High,9,0.7505688163354743,Divorce,Close,Good,43,Low,1,4
Jessica Montoya,59,Male,Divorced,PhD,65453,Managerial,376.6170950785974,253,61,368.3399101160125,High,3,0.5725019917043884,Birth,Close,Fair,25,Medium,1,4
Jonathan Levy DVM,56,Female,Single,High School,182330,Managerial,8990.08624858495,50,5,19.601784975443096,Low,14,0.5188821266824695,Relocation,Close,Poor,39,Low,4,1
Stephen Wallace,34,Male,Married,PhD,109786,Administrative,8927.992288836214,3,18,718.3873424097351,High,2,0.9170285908546855,Marriage,Far,Fair,49,Medium,1,2
Joseph Wilson,37,Female,Married,Master's Degree,152995,Managerial,4156.777992395986,155,34,596.5065976309461,High,6,0.6739365328298309,Divorce,Moderate,Good,5,Medium,2,1
Morgan Myers,49,Female,Divorced,Bachelor's Degree,53924,Skilled Labor,7386.967420195715,9,13,864.0897894543283,Medium,9,0.988183312207618,Marriage,Far,Poor,18,Medium,1,2
Robert Brown,80,Male,Widowed,High School,42377,Managerial,1561.032584555284,35,49,958.3556118789181,Medium,6,0.318782037989347,Relocation,Moderate,Poor,40,High,3,2
Jeremy Hansen,46,Female,Married,PhD,92743,Technical,9964.255565662354,96,35,584.3166103786143,Low,18,0.2946681289475743,Marriage,Close,Fair,44,High,1,3
Haley Edwards,85,Male,Widowed,PhD,35371,Unskilled Labor,8405.081858424206,36,52,90.0956622688291,High,11,0.970709047278456,Divorce,Close,Poor,45,Low,3,4
Jonathan Adams,80,Female,Married,Bachelor's Degree,186484,Skilled Labor,6998.840518718033,206,61,401.89464051544456,Low,8,0.6020623820189329,Divorce,Close,Poor,7,Medium,3,4
Kari Perry,29,Female,Married,Bachelor's Degree,159767,Skilled Labor,2125.174699181571,71,93,278.681366448003,Medium,17,0.45582319147521166,None,Far,Poor,8,Low,1,3
Teresa Richardson,67,Male,Married,PhD,74475,Professional,3821.0561594321357,182,12,808.1824761427625,Medium,13,0.18092310051229432,Marriage,Moderate,Good,42,Medium,3,2
Jose Leonard,66,Female,Single,PhD,87324,Technical,4930.944330748528,117,13,714.677273750207,Low,10,0.8670183312097772,Relocation,Moderate,Good,28,Low,4,1
Vicki Miller,64,Female,Single,Bachelor's Degree,47660,Professional,4615.0322074797605,39,26,51.891462946699484,Medium,7,0.09910098358841857,Relocation,Far,Poor,4,Medium,1,1
Leslie Reed,59,Male,Divorced,High School,65724,Professional,3114.676642676054,183,77,849.0127535460605,High,13,0.04883834872790871,Relocation,Moderate,Good,21,Medium,4,1
Jean Barrera,76,Male,Married,Master's Degree,149288,Administrative,5999.578273227033,178,5,552.2264955380851,High,10,0.7768973485438978,Divorce,Far,Fair,0,High,3,2
Lindsey Hall,60,Female,Divorced,Bachelor's Degree,58825,Professional,4883.32911710285,80,16,759.7937904594376,Low,4,0.7444200221521152,Marriage,Close,Fair,36,Low,1,4
Nicholas Hernandez,87,Female,Divorced,Master's Degree,146181,Administrative,6200.1394808414,261,49,150.17264624453227,Low,16,0.2798385574761576,None,Close,Good,37,High,1,4
Robin Davis,65,Female,Married,PhD,104820,Skilled Labor,7099.68917399967,147,19,29.113799610659118,High,3,0.45357179377955437,Divorce,Far,Good,40,High,4,4
George Ballard,78,Female,Single,PhD,172983,Unskilled Labor,9673.379862621614,113,51,855.530648315269,High,12,0.9228000572714469,Relocation,Close,Poor,1,Medium,1,2
April White,84,Female,Widowed,High School,85338,Unskilled Labor,7537.301343875872,171,16,662.1623382904417,Low,9,0.6249535022321734,Birth,Close,Fair,18,High,4,3
Wayne Robinson,77,Male,Widowed,High School,182563,Skilled Labor,1480.3927350675572,148,46,849.3229025260357,Medium,14,0.058075605850477996,Marriage,Moderate,Poor,46,Medium,2,3
William Hernandez,71,Male,Single,Bachelor's Degree,198442,Professional,5230.092000456489,179,63,247.12675824155153,Medium,13,0.4154745834595446,Birth,Close,Poor,45,Medium,2,1
Andrew Fischer,46,Male,Single,High School,76474,Administrative,9770.87332972529,194,71,694.9201815593382,High,16,0.483934926440175,Marriage,Close,Fair,28,High,2,3
Samuel Morales,36,Male,Married,PhD,179080,Skilled Labor,7215.069514020492,234,40,336.2017652116758,Medium,19,0.31645951603267386,Relocation,Close,Good,30,Medium,3,4
Nathaniel Dixon,36,Female,Married,Master's Degree,20437,Unskilled Labor,4306.262830114147,163,96,209.97459166860378,Medium,19,0.9575348053224139,Relocation,Far,Fair,8,High,1,1
Janet Frazier,65,Female,Widowed,PhD,80934,Technical,620.1407148959747,292,18,586.870988630655,High,5,0.6501633682692801,None,Close,Good,6,Medium,1,2
Brandon Bennett,36,Female,Married,PhD,33688,Technical,6195.930890993355,90,91,991.9511754199788,Medium,19,0.4326308844531531,Divorce,Far,Fair,30,Low,4,2
John Henry,72,Male,Single,High School,82598,Technical,4634.629722209519,255,1,327.3029727235122,High,0,0.681144853094424,None,Moderate,Fair,9,Medium,2,1
Jeffery Williams,79,Male,Single,Bachelor's Degree,180570,Technical,9953.499477506208,298,90,656.2693080457672,Low,3,0.07696335083916461,Marriage,Close,Fair,20,Low,1,2
John Gibbs,77,Male,Single,PhD,81133,Managerial,1887.5836104333266,82,80,852.0978357043099,High,4,0.9770220603640312,None,Close,Poor,16,Medium,3,1
Michael Lyons,64,Female,Single,Bachelor's Degree,165240,Managerial,1372.2548538492952,7,66,184.81383494241283,Low,9,0.8685461260980013,None,Close,Good,4,High,3,2
Claire Chang,28,Female,Single,PhD,65810,Managerial,4974.881168689306,99,54,244.00738185790556,Medium,9,0.5220888538303616,Relocation,Far,Fair,19,High,4,4
Emily Thomas,22,Female,Single,High School,182788,Managerial,8037.700892551701,125,9,84.52246960387097,Medium,9,0.28248578198903984,Relocation,Close,Fair,0,High,1,4
Ryan Cooper,52,Female,Divorced,Bachelor's Degree,57246,Technical,4276.0330434547795,242,78,40.32544759635208,Medium,14,0.7919655343563206,None,Moderate,Fair,24,Low,2,3
James Hall,43,Female,Divorced,Bachelor's Degree,186165,Administrative,7395.7921402286975,48,4,477.35366592001935,High,6,0.16658872267428249,Relocation,Far,Good,7,High,3,3
Lacey Webb,58,Male,Single,High School,93456,Technical,2484.58743098141,244,74,287.93585453368746,High,15,0.13715227999249902,Divorce,Moderate,Poor,31,Low,2,1
Melissa Jones,22,Female,Widowed,Bachelor's Degree,80236,Technical,1147.9343371235195,51,9,108.83749863959517,Low,5,0.5049787398314688,Divorce,Close,Good,19,High,1,1
Heather Johnson,65,Male,Divorced,High School,95863,Administrative,7159.219221716857,132,96,739.4548280002726,Low,10,0.6964295748518597,Birth,Far,Poor,15,High,1,2
Jennifer Nixon,26,Female,Married,Bachelor's Degree,125049,Skilled Labor,2798.7459770224364,173,21,978.7927440962654,High,9,0.5583120743815695,Divorce,Close,Poor,4,Medium,4,4
John Garcia,89,Male,Divorced,Master's Degree,30493,Skilled Labor,6378.8322881081685,229,0,578.1128601558881,Medium,9,0.5296951298403247,None,Moderate,Fair,19,Low,4,2
Jeffrey Price,71,Male,Divorced,Master's Degree,125889,Technical,810.5739831243664,16,90,818.9959569497477,High,7,0.12769888813137475,None,Far,Fair,12,Low,3,3
Alexandra Alvarez,61,Male,Widowed,High School,41068,Technical,5257.370018644353,111,53,120.23312176635763,High,7,0.857219336730098,Marriage,Close,Poor,3,High,3,3
Erik Vazquez,38,Female,Widowed,High School,56271,Managerial,7730.373600668052,170,87,328.10062892908815,Medium,10,0.8179880587913541,Divorce,Far,Good,4,Medium,2,1
Lisa Lewis,49,Male,Divorced,Bachelor's Degree,162705,Professional,1906.2428667181719,17,68,796.4475293022119,Medium,7,0.8116491348741876,Marriage,Moderate,Fair,1,Low,1,3
Raymond Mccoy,75,Female,Single,Bachelor's Degree,80691,Administrative,9098.452374009992,142,60,690.9125790499237,Low,18,0.03198633025468722,None,Far,Fair,3,High,2,4
Christopher Moreno,51,Male,Married,Master's Degree,26657,Skilled Labor,5922.992083132121,189,53,930.8930862788379,Medium,3,0.7065978562026551,Relocation,Moderate,Fair,37,Low,2,1
Jason Brown,51,Male,Single,PhD,105582,Professional,1990.5695629153752,52,43,23.9866786699094,Medium,4,0.824522654636352,Divorce,Moderate,Fair,23,High,2,2
Michelle Espinoza,48,Female,Married,High School,118505,Technical,9418.203508987632,173,60,730.6530335928386,High,5,0.4030784109506895,Divorce,Far,Poor,41,High,4,2
Nicholas Chandler,28,Male,Married,High School,98771,Skilled Labor,2574.361235130015,242,81,813.3873045668427,High,8,0.9846424809023839,Birth,Far,Good,18,Medium,3,1
Cynthia Beck,44,Male,Married,High School,41677,Managerial,6772.6646605757805,156,89,726.9095184370918,Medium,10,0.9854629215921465,Divorce,Close,Poor,18,High,3,3
Steven Downs,23,Female,Single,Master's Degree,46901,Professional,6412.603490900355,30,25,668.4616880417747,High,12,0.38910572924083864,None,Close,Fair,11,Low,2,1
Nathan Padilla,88,Female,Divorced,Master's Degree,36604,Skilled Labor,1825.7685672415835,55,26,311.52505067527784,Low,18,0.5174262510941695,Marriage,Moderate,Good,23,Medium,3,3
Madeline Miller,19,Female,Divorced,Master's Degree,148080,Unskilled Labor,3155.614769690135,19,77,462.3177422582761,Medium,8,0.2536849339563493,Marriage,Far,Poor,45,Low,1,1
Roger Gilbert,88,Female,Married,Bachelor's Degree,30495,Technical,9440.69221924385,196,97,135.3961029001468,Low,16,0.7527901422111014,Marriage,Close,Good,0,High,1,3
Joel Browning,26,Male,Widowed,Bachelor's Degree,134759,Managerial,3006.845107614481,290,23,268.2634854355077,High,9,0.731540309635976,None,Moderate,Fair,23,Medium,4,1
Crystal Bryant MD,61,Female,Divorced,Master's Degree,33000,Technical,3063.6621788919206,290,80,150.23549879641686,Medium,19,0.0778813979361872,Divorce,Far,Poor,35,High,4,2
Melissa Anderson,80,Male,Widowed,PhD,83578,Unskilled Labor,4475.878666103747,167,55,967.0038538458772,High,9,0.5714441295505954,Marriage,Moderate,Fair,47,Medium,4,1
Scott Kelly,40,Male,Married,PhD,112702,Administrative,4222.931488295167,108,85,957.180372633738,High,10,0.6004433672493963,Divorce,Moderate,Poor,20,High,1,1
Justin Mack,39,Male,Widowed,Master's Degree,165387,Technical,1299.4000468768174,287,74,723.5937320369255,High,19,0.27916913929212006,Relocation,Far,Poor,7,High,2,4
Robert Price,49,Male,Married,High School,47426,Technical,3847.4558629287826,261,0,996.9224814445472,Low,7,0.11883585318544687,Marriage,Far,Poor,42,Low,2,4
Nicolas Thomas,53,Female,Married,Master's Degree,72410,Unskilled Labor,3910.547921707609,196,54,328.84094510857113,High,0,0.0677651560534146,Birth,Far,Fair,32,Medium,3,3
Brenda Weber,20,Male,Single,Bachelor's Degree,102321,Managerial,2892.333878832203,37,15,869.7837966041334,Medium,1,0.5690799502382883,Relocation,Moderate,Fair,41,Medium,3,1
Ann Sims,30,Male,Married,PhD,84450,Managerial,6492.746370907013,140,1,588.963653626569,High,8,0.4493845205881297,Birth,Close,Poor,5,High,3,3
Heather Monroe,35,Male,Married,PhD,170159,Managerial,6103.282990285808,207,16,173.0516793131916,Low,6,0.8740403911862626,Birth,Far,Fair,10,High,2,4
Darren Mendoza,68,Male,Divorced,Master's Degree,196892,Professional,7641.206088362013,191,56,361.8308566628228,Medium,9,0.6629754766643242,Marriage,Moderate,Good,37,Low,1,3
Kimberly Cunningham,34,Female,Divorced,Master's Degree,95446,Skilled Labor,5283.129276069606,181,85,955.952375082244,Low,3,0.8282179548397215,None,Far,Good,16,Low,4,4
Jennifer Ferrell,77,Female,Divorced,High School,167339,Unskilled Labor,5075.863527139677,124,88,109.66599294840432,Medium,4,0.46568512761681213,Relocation,Far,Poor,28,Low,3,2
Anne Coffey,29,Male,Single,Master's Degree,129561,Administrative,5921.982196588643,51,64,872.3599595253861,Medium,17,0.5271652598468687,Marriage,Moderate,Good,11,High,2,3
Ann Hoover,34,Male,Divorced,PhD,166079,Skilled Labor,7764.160130712025,24,83,132.7539420208199,High,14,0.04034161906709688,Marriage,Close,Fair,9,High,1,1
Ryan Garcia,41,Female,Single,High School,66386,Technical,9513.499594952938,190,58,730.6231229555253,High,7,0.48655103146036127,Relocation,Far,Fair,35,Medium,3,3
David Clark,72,Female,Widowed,PhD,176068,Skilled Labor,680.3193776983429,171,59,560.6039911410406,Medium,11,0.5193550751767245,Relocation,Close,Poor,47,Medium,4,4
Jessica Hamilton,70,Male,Single,High School,33950,Administrative,2975.0449285407667,183,58,80.26002533719694,High,4,0.38940820702316004,Marriage,Moderate,Poor,7,Low,3,4
Lisa Jones,72,Female,Widowed,Master's Degree,191733,Unskilled Labor,6444.331510074189,114,41,382.8166356872987,Low,6,0.44590095556190446,Relocation,Close,Fair,16,Medium,2,4
James Ramirez,62,Male,Married,High School,64559,Managerial,3198.4621734724483,239,51,399.5085774448548,High,10,0.9996244447164203,Birth,Far,Good,27,Low,2,2
Stacy Yoder,87,Female,Divorced,High School,103555,Professional,4096.847810130768,34,77,59.808723541490814,Medium,15,0.8417250742200193,Birth,Moderate,Poor,2,Low,3,4
Rhonda Goodwin,65,Female,Single,High School,194059,Managerial,1883.5656104354348,58,22,996.7684300023751,High,0,0.7495913158633706,Divorce,Moderate,Poor,33,High,1,4
Tyler Stein,65,Male,Single,PhD,28462,Unskilled Labor,8822.15792698131,141,6,311.3490774649632,Medium,4,0.5213121047194409,Birth,Far,Good,22,High,4,4
Samuel Davis,70,Male,Divorced,PhD,57766,Unskilled Labor,5660.422220220344,189,23,522.3124936969729,Low,10,0.4002403465214789,Birth,Close,Good,12,Low,2,2
Stephen Jones,42,Female,Divorced,High School,146344,Unskilled Labor,6320.315238802391,132,35,566.8593146466332,High,16,0.2165434092424805,Marriage,Moderate,Poor,39,High,4,2
Mitchell Davis,70,Female,Divorced,PhD,124902,Skilled Labor,3627.3515606383853,133,5,754.945053843964,Medium,1,0.6340738301853204,None,Moderate,Poor,1,Low,4,2
Peggy Lyons,60,Male,Widowed,PhD,96850,Administrative,9270.974011320683,212,57,955.4404707303511,Low,3,0.7713147950807434,Marriage,Far,Good,5,Medium,4,4
Ashley Jacobson,75,Male,Divorced,Master's Degree,150488,Professional,212.95953103148025,177,18,977.5574817760972,Low,12,0.0852360935234967,Birth,Moderate,Fair,5,Medium,3,3
